subject,list,position,trial_type,item,item_index,session,list_type,category,response,response_time,list_category
31,32,12,study,WRIGLEY BUILDING,506,2,mixed,loc,2.0,1.238,mixed
31,32,13,study,BIG BEN,274,2,mixed,loc,4.0,1.869,mixed
31,32,14,study,MUHAMMAD ALI,187,2,mixed,cel,3.0,1.6880000000000002,mixed
31,32,15,study,LANCE ARMSTRONG,157,2,mixed,cel,2.0,1.97,mixed
31,32,16,study,MICHAEL JORDAN,180,2,mixed,cel,3.0,1.666,mixed
31,32,17,study,SOCKET,714,2,mixed,obj,4.0,1.121,mixed
31,32,18,study,DICE,573,2,mixed,obj,3.0,1.571,mixed
31,32,19,study,STOCKING,722,2,mixed,obj,1.0,2.095,mixed
31,32,20,study,ROSE,693,2,mixed,obj,2.0,1.8319999999999999,mixed
31,32,21,study,NOTRE DAME,405,2,mixed,loc,4.0,2.888,mixed
31,32,22,study,TRAFALGAR SQUARE,482,2,mixed,loc,4.0,1.682,mixed
31,32,23,study,BRAD PITT,39,2,mixed,cel,3.0,1.37,mixed
31,32,24,study,JOHN F KENNEDY,134,2,mixed,cel,4.0,1.147,mixed
31,32,1,recall,JOHN F KENNEDY,134,2,mixed,cel,4.0,1.147,mixed
31,32,2,recall,BRAD PITT,39,2,mixed,cel,3.0,1.37,mixed
31,32,3,recall,TRAFALGAR SQUARE,482,2,mixed,loc,4.0,1.682,mixed
31,32,4,recall,BIG BEN,274,2,mixed,loc,4.0,1.869,mixed
31,32,5,recall,KREMLIN,359,2,mixed,loc,4.0,0.784,mixed
31,32,6,recall,GRAND CANYON,333,2,mixed,loc,4.0,2.541,mixed
31,32,7,recall,LIGHTER,641,2,mixed,obj,3.0,1.931,mixed
31,32,8,recall,KLEENEX,627,2,mixed,obj,4.0,1.14,mixed
31,32,9,recall,LIZA MINELLI,164,2,mixed,cel,4.0,0.885,mixed
31,32,10,recall,AUDREY TATOU,20,2,mixed,cel,4.0,2.3890000000000002,mixed
31,32,11,recall,MICHAEL JORDAN,180,2,mixed,cel,3.0,1.666,mixed
31,32,12,recall,MUHAMMAD ALI,187,2,mixed,cel,3.0,1.6880000000000002,mixed
31,32,13,recall,LANCE ARMSTRONG,157,2,mixed,cel,2.0,1.97,mixed
31,33,1,study,CAPE CANAVERAL,287,3,mixed,loc,3.0,1.824,mixed
31,33,2,study,PARK AVENUE,415,3,mixed,loc,2.0,1.4869999999999999,mixed
31,33,3,study,ARNOLD SCHWARZENEGGER,17,3,mixed,cel,3.0,1.883,mixed
31,33,4,study,CHRISTOPHER REEVE,54,3,mixed,cel,2.0,1.5530000000000002,mixed
31,33,5,study,TOM HANKS,244,3,mixed,cel,4.0,1.3330000000000002,mixed
31,33,6,study,AL SHARPTON,4,3,mixed,cel,3.0,1.455,mixed
31,33,7,study,BED,532,3,mixed,obj,4.0,1.7209999999999999,mixed
31,33,8,study,PILLOW,675,3,mixed,obj,4.0,1.213,mixed
31,33,9,study,SURGE PROTECTOR,726,3,mixed,obj,4.0,1.078,mixed
31,33,10,study,LAMP,631,3,mixed,obj,4.0,0.871,mixed
31,33,11,study,ST PAULS CATHEDRAL,464,3,mixed,loc,3.0,1.979,mixed
31,33,12,study,SYDNEY OPERA HOUSE,470,3,mixed,loc,4.0,1.057,mixed
31,33,13,study,WASHINGTON MONUMENT,497,3,mixed,loc,2.0,1.476,mixed
31,33,14,study,PURSE,682,3,mixed,obj,2.0,1.768,mixed
31,33,15,study,TOASTER,737,3,mixed,obj,4.0,1.194,mixed
31,33,16,study,BOB SAGET,37,3,mixed,cel,4.0,1.385,mixed
31,33,17,study,KURT COBAIN,156,3,mixed,cel,3.0,1.787,mixed
31,33,18,study,BASEBALL BAT,528,3,mixed,obj,1.0,2.7239999999999998,mixed
31,33,19,study,WREATH,765,3,mixed,obj,1.0,1.172,mixed
31,33,20,study,JOAN RIVERS,129,3,mixed,cel,2.0,1.5219999999999998,mixed
31,33,21,study,CLIVE OWEN,57,3,mixed,cel,4.0,1.102,mixed
31,33,22,study,MONTE CARLO,387,3,mixed,loc,4.0,1.903,mixed
31,33,23,study,EIFFEL TOWER,314,3,mixed,loc,3.0,1.206,mixed
31,33,24,study,TOWER BRIDGE,479,3,mixed,loc,3.0,3.185,mixed
31,33,1,recall,TOWER BRIDGE,479,3,mixed,loc,3.0,3.185,mixed
31,33,2,recall,EIFFEL TOWER,314,3,mixed,loc,3.0,1.206,mixed
31,33,3,recall,CLIVE OWEN,57,3,mixed,cel,4.0,1.102,mixed
31,33,4,recall,ST PAULS CATHEDRAL,464,3,mixed,loc,3.0,1.979,mixed
31,33,5,recall,TOM HANKS,244,3,mixed,cel,4.0,1.3330000000000002,mixed
31,33,6,recall,ARNOLD SCHWARZENEGGER,17,3,mixed,cel,3.0,1.883,mixed
31,33,7,recall,CHRISTOPHER REEVE,54,3,mixed,cel,2.0,1.5530000000000002,mixed
31,33,8,recall,BED,532,3,mixed,obj,4.0,1.7209999999999999,mixed
31,33,9,recall,LAMP,631,3,mixed,obj,4.0,0.871,mixed
31,33,10,recall,SURGE PROTECTOR,726,3,mixed,obj,4.0,1.078,mixed
31,33,11,recall,TOASTER,737,3,mixed,obj,4.0,1.194,mixed
31,33,12,recall,PURSE,682,3,mixed,obj,2.0,1.768,mixed
31,33,13,recall,PILLOW,675,3,mixed,obj,4.0,1.213,mixed
31,33,14,recall,PARK AVENUE,415,3,mixed,loc,2.0,1.4869999999999999,mixed
31,33,15,recall,CAPE CANAVERAL,287,3,mixed,loc,3.0,1.824,mixed
31,33,16,recall,AL SHARPTON,4,3,mixed,cel,3.0,1.455,mixed
31,33,17,recall,JOAN RIVERS,129,3,mixed,cel,2.0,1.5219999999999998,mixed
31,33,18,recall,BASEBALL BAT,528,3,mixed,obj,1.0,2.7239999999999998,mixed
31,33,19,recall,MONTE CARLO,387,3,mixed,loc,4.0,1.903,mixed
31,33,20,recall,BOB SAGET,37,3,mixed,cel,4.0,1.385,mixed
31,34,1,study,BUNKER HILL,284,3,mixed,loc,2.0,1.9969999999999999,mixed
31,34,2,study,SEA WORLD,445,3,mixed,loc,3.0,1.395,mixed
31,34,3,study,VINCE VAUGHN,249,3,mixed,cel,2.0,1.694,mixed
31,34,4,study,JON VOIGHT,143,3,mixed,cel,3.0,1.889,mixed
31,34,5,study,RALPH NADER,207,3,mixed,cel,3.0,1.4769999999999999,mixed
31,34,6,study,ANTONIO BANDERAS,16,3,mixed,cel,4.0,1.806,mixed
31,34,7,study,MASK,646,3,mixed,obj,2.0,2.127,mixed
31,34,8,study,TABLE,729,3,mixed,obj,4.0,1.564,mixed
31,34,9,study,SHELF,704,3,mixed,obj,4.0,0.919,mixed
31,34,10,study,STEERING WHEEL,721,3,mixed,obj,2.0,1.6640000000000001,mixed
31,34,11,study,VEST,753,3,mixed,obj,4.0,1.179,mixed
31,34,12,study,HOLLYWOOD,344,3,mixed,loc,4.0,1.186,mixed
31,34,13,study,GEORGE WASHINGTON BRIDGE,325,3,mixed,loc,3.0,3.042,mixed
31,34,14,study,LENIN MAUSOLEUM,363,3,mixed,loc,4.0,0.9009999999999999,mixed
31,34,15,study,BLUE MOSQUE,275,3,mixed,loc,4.0,1.0959999999999999,mixed
31,34,16,study,COLONIAL WILLIAMSBURG,304,3,mixed,loc,3.0,1.2790000000000001,mixed
31,34,17,study,DEAD SEA,308,3,mixed,loc,4.0,0.873,mixed
31,34,18,study,ANDRE AGASSI,12,3,mixed,cel,2.0,1.334,mixed
31,34,19,study,MATTHEW PERRY,174,3,mixed,cel,2.0,1.3119999999999998,mixed
31,34,20,study,KATIE COURIC,148,3,mixed,cel,3.0,1.167,mixed
31,34,21,study,DAVID SPADE,72,3,mixed,cel,2.0,1.53,mixed
31,34,22,study,KEYS,626,3,mixed,obj,4.0,1.1340000000000001,mixed
31,34,23,study,DOLLAR,574,3,mixed,obj,4.0,0.9990000000000001,mixed
31,34,24,study,HIGHLIGHTER,612,3,mixed,obj,4.0,0.943,mixed
31,34,1,recall,HIGHLIGHTER,612,3,mixed,obj,4.0,0.943,mixed
31,34,2,recall,KEYS,626,3,mixed,obj,4.0,1.1340000000000001,mixed
31,34,3,recall,DAVID SPADE,72,3,mixed,cel,2.0,1.53,mixed
31,34,4,recall,BLUE MOSQUE,275,3,mixed,loc,4.0,1.0959999999999999,mixed
31,34,5,recall,GEORGE WASHINGTON BRIDGE,325,3,mixed,loc,3.0,3.042,mixed
31,34,6,recall,BUNKER HILL,284,3,mixed,loc,2.0,1.9969999999999999,mixed
31,34,7,recall,ANDRE AGASSI,12,3,mixed,cel,2.0,1.334,mixed
31,34,8,recall,RALPH NADER,207,3,mixed,cel,3.0,1.4769999999999999,mixed
31,34,9,recall,ANTONIO BANDERAS,16,3,mixed,cel,4.0,1.806,mixed
31,34,10,recall,KATIE COURIC,148,3,mixed,cel,3.0,1.167,mixed
31,34,11,recall,VINCE VAUGHN,249,3,mixed,cel,2.0,1.694,mixed
31,34,12,recall,SEA WORLD,445,3,mixed,loc,3.0,1.395,mixed
31,34,13,recall,LENIN MAUSOLEUM,363,3,mixed,loc,4.0,0.9009999999999999,mixed
31,36,1,study,SPEAKER,716,3,mixed,obj,4.0,1.7619999999999998,mixed
31,36,2,study,MAILBOX,644,3,mixed,obj,4.0,1.187,mixed
31,36,3,study,KLEENEX,627,3,mixed,obj,4.0,1.359,mixed
31,36,4,study,TOWER OF PISA,481,3,mixed,loc,4.0,1.392,mixed
31,36,5,study,SAN ANDREAS,443,3,mixed,loc,4.0,2.017,mixed
31,36,6,study,TABLE MOUNTAIN,471,3,mixed,loc,3.0,1.629,mixed
31,36,7,study,BRAD PITT,39,3,mixed,cel,2.0,2.115,mixed
31,36,8,study,AUDREY TATOU,20,3,mixed,cel,4.0,0.9940000000000001,mixed
31,36,9,study,HILARY DUFF,104,3,mixed,cel,1.0,2.255,mixed
31,36,10,study,KREMLIN,359,3,mixed,loc,4.0,1.1159999999999999,mixed
31,36,11,study,TAJ MAHAL,473,3,mixed,loc,4.0,1.124,mixed
31,36,12,study,COLIN FARRELL,58,3,mixed,cel,2.0,2.7760000000000002,mixed
31,36,13,study,TINA TURNER,240,3,mixed,cel,4.0,1.2409999999999999,mixed
31,36,14,study,TROPHY,745,3,mixed,obj,1.0,1.771,mixed
31,36,15,study,CRAYONS,567,3,mixed,obj,4.0,0.995,mixed
31,36,16,study,QUINCY MARKET,431,3,mixed,loc,3.0,1.589,mixed
31,36,17,study,FISHERMAN'S WHARF,320,3,mixed,loc,4.0,1.281,mixed
31,36,18,study,MONTMARTRE,390,3,mixed,loc,4.0,1.472,mixed
31,36,19,study,KEN GRIFFEY,152,3,mixed,cel,2.0,1.7719999999999998,mixed
31,36,20,study,STEVE MARTIN,233,3,mixed,cel,3.0,1.993,mixed
31,36,21,study,JULIANNE MOORE,145,3,mixed,cel,4.0,0.878,mixed
31,36,22,study,BOX,545,3,mixed,obj,4.0,2.175,mixed
31,36,23,study,DRESSER,577,3,mixed,obj,4.0,1.9809999999999999,mixed
31,36,24,study,FIRE EXTINGUISHER,585,3,mixed,obj,4.0,1.161,mixed
31,36,1,recall,FIRE EXTINGUISHER,585,3,mixed,obj,4.0,1.161,mixed
31,36,2,recall,DRESSER,577,3,mixed,obj,4.0,1.9809999999999999,mixed
31,36,3,recall,BOX,545,3,mixed,obj,4.0,2.175,mixed
31,36,4,recall,KEN GRIFFEY,152,3,mixed,cel,2.0,1.7719999999999998,mixed
31,36,5,recall,JULIANNE MOORE,145,3,mixed,cel,4.0,0.878,mixed
31,36,6,recall,STEVE MARTIN,233,3,mixed,cel,3.0,1.993,mixed
31,36,7,recall,MONTMARTRE,390,3,mixed,loc,4.0,1.472,mixed
31,36,8,recall,TAJ MAHAL,473,3,mixed,loc,4.0,1.124,mixed
31,36,9,recall,KREMLIN,359,3,mixed,loc,4.0,1.1159999999999999,mixed
31,36,10,recall,QUINCY MARKET,431,3,mixed,loc,3.0,1.589,mixed
31,36,11,recall,FISHERMAN'S WHARF,320,3,mixed,loc,4.0,1.281,mixed
31,36,12,recall,TOWER OF PISA,481,3,mixed,loc,4.0,1.392,mixed
31,36,13,recall,TABLE MOUNTAIN,471,3,mixed,loc,3.0,1.629,mixed
31,36,14,recall,BRAD PITT,39,3,mixed,cel,2.0,2.115,mixed
31,36,15,recall,COLIN FARRELL,58,3,mixed,cel,2.0,2.7760000000000002,mixed
31,37,1,study,NORMAN SCHWARZKOPF,193,3,mixed,cel,1.0,1.261,mixed
31,37,2,study,MIKE TYSON,184,3,mixed,cel,1.0,1.597,mixed
31,37,3,study,JIM CARREY,125,3,mixed,cel,2.0,1.5230000000000001,mixed
31,37,4,study,WALK OF FAME,495,3,mixed,loc,2.0,1.568,mixed
31,37,5,study,GRAND CENTRAL STATION,334,3,mixed,loc,2.0,1.499,mixed
31,37,6,study,PARIS OPERA,414,3,mixed,loc,4.0,0.9620000000000001,mixed
31,37,7,study,TOKYO,478,3,mixed,loc,4.0,1.4980000000000002,mixed
31,37,8,study,SLIPPERS,711,3,mixed,obj,3.0,1.821,mixed
31,37,9,study,BOUQUET,542,3,mixed,obj,3.0,1.631,mixed
31,37,10,study,INHALER,615,3,mixed,obj,1.0,2.7939999999999996,mixed
31,37,11,study,HAT,609,3,mixed,obj,4.0,2.363,mixed
31,37,12,study,CONDOLEEZZA RICE,61,3,mixed,cel,3.0,2.0069999999999997,mixed
31,37,13,study,LUCY LIU,165,3,mixed,cel,2.0,3.285,mixed
31,37,14,study,FREDDIE MERCURY,90,3,mixed,cel,4.0,1.125,mixed
31,37,15,study,BEN KINGSLEY,24,3,mixed,cel,4.0,0.9,mixed
31,37,16,study,DENZEL WASHINGTON,75,3,mixed,cel,4.0,0.973,mixed
31,37,17,study,INDEPENDENCE HALL,349,3,mixed,loc,3.0,1.68,mixed
31,37,18,study,WAILING WALL,494,3,mixed,loc,4.0,1.067,mixed
31,37,19,study,ACROPOLIS,258,3,mixed,loc,4.0,0.899,mixed
31,37,20,study,MADISON SQUARE GARDEN,376,3,mixed,loc,3.0,1.5819999999999999,mixed
31,37,21,study,ANCHOR,514,3,mixed,obj,1.0,2.086,mixed
31,37,22,study,SCISSORS,700,3,mixed,obj,4.0,1.212,mixed
31,37,23,study,APRON,516,3,mixed,obj,4.0,1.112,mixed
31,37,24,study,MIRROR,652,3,mixed,obj,4.0,1.7169999999999999,mixed
31,37,1,recall,SLIPPERS,711,3,mixed,obj,3.0,1.821,mixed
31,37,2,recall,MIRROR,652,3,mixed,obj,4.0,1.7169999999999999,mixed
31,37,3,recall,APRON,516,3,mixed,obj,4.0,1.112,mixed
31,37,4,recall,SCISSORS,700,3,mixed,obj,4.0,1.212,mixed
31,37,5,recall,MADISON SQUARE GARDEN,376,3,mixed,loc,3.0,1.5819999999999999,mixed
31,37,6,recall,GRAND CENTRAL STATION,334,3,mixed,loc,2.0,1.499,mixed
31,37,7,recall,PARIS OPERA,414,3,mixed,loc,4.0,0.9620000000000001,mixed
31,37,8,recall,TOKYO,478,3,mixed,loc,4.0,1.4980000000000002,mixed
31,37,9,recall,DENZEL WASHINGTON,75,3,mixed,cel,4.0,0.973,mixed
31,37,10,recall,NORMAN SCHWARZKOPF,193,3,mixed,cel,1.0,1.261,mixed
31,37,11,recall,CONDOLEEZZA RICE,61,3,mixed,cel,3.0,2.0069999999999997,mixed
31,37,12,recall,FIRE EXTINGUISHER,585,3,mixed,obj,4.0,1.161,mixed
31,37,13,recall,SPEAKER,716,3,mixed,obj,4.0,1.7619999999999998,mixed
31,37,14,recall,MAILBOX,644,3,mixed,obj,4.0,1.187,mixed
31,37,15,recall,INHALER,615,3,mixed,obj,1.0,2.7939999999999996,mixed
31,37,16,recall,LUCY LIU,165,3,mixed,cel,2.0,3.285,mixed
31,37,17,recall,WAILING WALL,494,3,mixed,loc,4.0,1.067,mixed
31,37,18,recall,ACROPOLIS,258,3,mixed,loc,4.0,0.899,mixed
31,38,1,study,GATEWAY ARCH,324,3,mixed,loc,2.0,2.366,mixed
31,38,2,study,STONEHENGE,466,3,mixed,loc,4.0,1.236,mixed
31,38,3,study,PETRIFIED FOREST,419,3,mixed,loc,4.0,1.123,mixed
31,38,4,study,SKYDOME,454,3,mixed,loc,2.0,1.9140000000000001,mixed
31,38,5,study,STEVEN SPIELBERG,234,3,mixed,cel,3.0,1.723,mixed
31,38,6,study,MARTHA STEWART,171,3,mixed,cel,2.0,2.346,mixed
31,38,7,study,FRAN DRESCHER,88,3,mixed,cel,3.0,1.25,mixed
31,38,8,study,FRANKLIN D ROOSEVELT,89,3,mixed,cel,4.0,1.227,mixed
31,38,9,study,CALENDAR,554,3,mixed,obj,4.0,1.61,mixed
31,38,10,study,GLASS,596,3,mixed,obj,4.0,2.5340000000000003,mixed
31,38,11,study,PRINTER,679,3,mixed,obj,4.0,2.383,mixed
31,38,12,study,EASEL,581,3,mixed,obj,2.0,2.2159999999999997,mixed
31,38,13,study,SMITHSONIAN CASTLE,455,3,mixed,loc,3.0,1.597,mixed
31,38,14,study,CHURCHILL DOWNS,299,3,mixed,loc,2.0,1.6280000000000001,mixed
31,38,15,study,KYOTO,361,3,mixed,loc,4.0,1.905,mixed
31,38,16,study,LIBERTY PLACE,365,3,mixed,loc,3.0,1.2770000000000001,mixed
31,38,17,study,TIRE,736,3,mixed,obj,3.0,2.106,mixed
31,38,18,study,GUITAR,603,3,mixed,obj,4.0,2.472,mixed
31,38,19,study,EARRINGS,580,3,mixed,obj,3.0,2.456,mixed
31,38,20,study,ACORN,512,3,mixed,obj,2.0,1.4909999999999999,mixed
31,38,21,study,CHARLIZE THERON,50,3,mixed,cel,2.0,2.5660000000000003,mixed
31,38,22,study,MARILYN MONROE,170,3,mixed,cel,4.0,1.074,mixed
31,38,23,study,ANGELINA JOLIE,13,3,mixed,cel,2.0,1.906,mixed
31,38,24,study,USHER,247,3,mixed,cel,3.0,1.864,mixed
31,38,1,recall,USHER,247,3,mixed,cel,3.0,1.864,mixed
31,38,2,recall,ANGELINA JOLIE,13,3,mixed,cel,2.0,1.906,mixed
31,38,3,recall,CHARLIZE THERON,50,3,mixed,cel,2.0,2.5660000000000003,mixed
31,38,4,recall,EARRINGS,580,3,mixed,obj,3.0,2.456,mixed
31,38,5,recall,EASEL,581,3,mixed,obj,2.0,2.2159999999999997,mixed
31,38,6,recall,ACORN,512,3,mixed,obj,2.0,1.4909999999999999,mixed
31,38,7,recall,LIBERTY PLACE,365,3,mixed,loc,3.0,1.2770000000000001,mixed
31,38,8,recall,INDEPENDENCE HALL,349,3,mixed,loc,3.0,1.68,mixed
31,38,9,recall,MARILYN MONROE,170,3,mixed,cel,4.0,1.074,mixed
31,38,10,recall,USHER,247,3,mixed,cel,3.0,1.864,mixed
31,38,11,recall,KYOTO,361,3,mixed,loc,4.0,1.905,mixed
31,38,12,recall,CHURCHILL DOWNS,299,3,mixed,loc,2.0,1.6280000000000001,mixed
31,38,13,recall,GATEWAY ARCH,324,3,mixed,loc,2.0,2.366,mixed
31,41,1,study,LAWN MOWER,634,3,mixed,obj,1.0,1.6540000000000001,mixed
31,41,2,study,VASE,752,3,mixed,obj,4.0,1.92,mixed
31,41,3,study,JOE DIMAGGIO,132,3,mixed,cel,2.0,2.0069999999999997,mixed
31,41,4,study,RENEE ZELLWEGER,211,3,mixed,cel,2.0,2.35,mixed
31,41,5,study,DAVID BECKHAM,69,3,mixed,cel,2.0,1.516,mixed
31,41,6,study,COLOSSEUM,305,3,mixed,loc,4.0,0.99,mixed
31,41,7,study,WOOLWORTH BUILDING,504,3,mixed,loc,2.0,1.7169999999999999,mixed
31,41,8,study,TV,746,3,mixed,obj,3.0,1.339,mixed
31,41,9,study,LAPTOP,633,3,mixed,obj,4.0,0.956,mixed
31,41,10,study,SCARF,699,3,mixed,obj,4.0,1.73,mixed
31,41,11,study,GLUE STICK,599,3,mixed,obj,4.0,1.473,mixed
31,41,12,study,RING,690,3,mixed,obj,4.0,1.607,mixed
31,41,13,study,WALLET,757,3,mixed,obj,4.0,1.3259999999999998,mixed
31,41,14,study,VIA APPIA,490,3,mixed,loc,4.0,0.993,mixed
31,41,15,study,ALAMO,260,3,mixed,loc,4.0,0.998,mixed
31,41,16,study,LES INVALIDES,364,3,mixed,loc,3.0,2.734,mixed
31,41,17,study,OXFORD,410,3,mixed,loc,4.0,0.995,mixed
31,41,18,study,ROCKEFELLER CENTER,436,3,mixed,loc,4.0,1.8869999999999998,mixed
31,41,19,study,INDIANAPOLIS MOTOR SPEEDWAY,350,3,mixed,loc,2.0,2.299,mixed
31,41,20,study,GLENN CLOSE,96,3,mixed,cel,4.0,1.7519999999999998,mixed
31,41,21,study,CATHERINE ZETA JONES,48,3,mixed,cel,3.0,2.199,mixed
31,41,22,study,PRINCE,204,3,mixed,cel,4.0,1.351,mixed
31,41,23,study,ROSEANNE BARR,221,3,mixed,cel,4.0,1.3880000000000001,mixed
31,41,24,study,KEANU REEVES,150,3,mixed,cel,4.0,1.4169999999999998,mixed
31,41,1,recall,KEANU REEVES,150,3,mixed,cel,4.0,1.4169999999999998,mixed
31,41,2,recall,ROSEANNE BARR,221,3,mixed,cel,4.0,1.3880000000000001,mixed
31,41,3,recall,PRINCE,204,3,mixed,cel,4.0,1.351,mixed
31,41,4,recall,GLENN CLOSE,96,3,mixed,cel,4.0,1.7519999999999998,mixed
31,41,5,recall,CATHERINE ZETA JONES,48,3,mixed,cel,3.0,2.199,mixed
31,41,6,recall,RENEE ZELLWEGER,211,3,mixed,cel,2.0,2.35,mixed
31,41,7,recall,JOE DIMAGGIO,132,3,mixed,cel,2.0,2.0069999999999997,mixed
31,41,8,recall,DAVID BECKHAM,69,3,mixed,cel,2.0,1.516,mixed
31,41,9,recall,OXFORD,410,3,mixed,loc,4.0,0.995,mixed
31,41,10,recall,LES INVALIDES,364,3,mixed,loc,3.0,2.734,mixed
31,41,11,recall,LES INVALIDES,364,3,mixed,loc,3.0,2.734,mixed
31,41,12,recall,LAWN MOWER,634,3,mixed,obj,1.0,1.6540000000000001,mixed
31,41,13,recall,GLUE STICK,599,3,mixed,obj,4.0,1.473,mixed
31,41,14,recall,VASE,752,3,mixed,obj,4.0,1.92,mixed
31,41,15,recall,SCARF,699,3,mixed,obj,4.0,1.73,mixed
31,41,16,recall,INDIANAPOLIS MOTOR SPEEDWAY,350,3,mixed,loc,2.0,2.299,mixed
31,41,17,recall,WOOLWORTH BUILDING,504,3,mixed,loc,2.0,1.7169999999999999,mixed
31,41,18,recall,OXFORD,410,3,mixed,loc,4.0,0.995,mixed
31,41,19,recall,ALAMO,260,3,mixed,loc,4.0,0.998,mixed
31,43,1,study,SISTINE CHAPEL,453,3,mixed,loc,4.0,0.99,mixed
31,43,2,study,SUPERDOME,468,3,mixed,loc,2.0,2.408,mixed
31,43,3,study,PHILADELPHIA ART MUSEUM,421,3,mixed,loc,4.0,1.6780000000000002,mixed
31,43,4,study,THE VENETIAN,475,3,mixed,loc,3.0,1.75,mixed
31,43,5,study,WASHINGTON SQUARE ARCH,498,3,mixed,loc,2.0,1.2830000000000001,mixed
31,43,6,study,DOLLY PARTON,78,3,mixed,cel,4.0,2.182,mixed
31,43,7,study,DANNY DEVITO,67,3,mixed,cel,2.0,1.003,mixed
31,43,8,study,KATIE HOLMES,149,3,mixed,cel,2.0,2.436,mixed
31,43,9,study,LEBRON JAMES,159,3,mixed,cel,2.0,2.022,mixed
31,43,10,study,ASHTON KUTCHER,18,3,mixed,cel,4.0,1.87,mixed
31,43,11,study,BOLT,539,3,mixed,obj,3.0,2.656,mixed
31,43,12,study,STOP SIGN,724,3,mixed,obj,4.0,1.6369999999999998,mixed
31,43,13,study,HONG KONG,345,3,mixed,loc,4.0,1.268,mixed
31,43,14,study,GOLDEN GATE BRIDGE,331,3,mixed,loc,4.0,1.314,mixed
31,43,15,study,TIMES SQUARE,477,3,mixed,loc,2.0,2.084,mixed
31,43,16,study,FIREPLACE,586,3,mixed,obj,4.0,1.535,mixed
31,43,17,study,TOOTHPASTE,741,3,mixed,obj,4.0,2.136,mixed
31,43,18,study,RECORD,687,3,mixed,obj,3.0,1.5390000000000001,mixed
31,43,19,study,WHIP,762,3,mixed,obj,2.0,1.8840000000000001,mixed
31,43,20,study,DOOR,576,3,mixed,obj,4.0,1.172,mixed
31,43,21,study,PENDULUM,667,3,mixed,obj,1.0,1.6219999999999999,mixed
31,43,22,study,TOBEY MAGUIRE,241,3,mixed,cel,4.0,1.47,mixed
31,43,23,study,HILLARY CLINTON,105,3,mixed,cel,4.0,0.9,mixed
31,43,24,study,JOHN KERRY,135,3,mixed,cel,4.0,0.8009999999999999,mixed
31,43,1,recall,JOHN KERRY,135,3,mixed,cel,4.0,0.8009999999999999,mixed
31,43,2,recall,HILLARY CLINTON,105,3,mixed,cel,4.0,0.9,mixed
31,43,3,recall,ASHTON KUTCHER,18,3,mixed,cel,4.0,1.87,mixed
31,43,4,recall,TOBEY MAGUIRE,241,3,mixed,cel,4.0,1.47,mixed
31,43,5,recall,PENDULUM,667,3,mixed,obj,1.0,1.6219999999999999,mixed
31,43,6,recall,TOOTHPASTE,741,3,mixed,obj,4.0,2.136,mixed
31,43,7,recall,TIMES SQUARE,477,3,mixed,loc,2.0,2.084,mixed
31,43,8,recall,WASHINGTON SQUARE ARCH,498,3,mixed,loc,2.0,1.2830000000000001,mixed
31,43,9,recall,HONG KONG,345,3,mixed,loc,4.0,1.268,mixed
31,43,10,recall,SISTINE CHAPEL,453,3,mixed,loc,4.0,0.99,mixed
31,43,11,recall,SUPERDOME,468,3,mixed,loc,2.0,2.408,mixed
31,43,12,recall,GOLDEN GATE BRIDGE,331,3,mixed,loc,4.0,1.314,mixed
31,43,13,recall,STOP SIGN,724,3,mixed,obj,4.0,1.6369999999999998,mixed
31,43,14,recall,FIREPLACE,586,3,mixed,obj,4.0,1.535,mixed
31,43,15,recall,RECORD,687,3,mixed,obj,3.0,1.5390000000000001,mixed
31,43,16,recall,LEBRON JAMES,159,3,mixed,cel,2.0,2.022,mixed
31,43,17,recall,DOLLY PARTON,78,3,mixed,cel,4.0,2.182,mixed
31,43,18,recall,KATIE,-2,3,mixed,,,,mixed
31,43,19,recall,KATIE,-2,3,mixed,,,,mixed
31,43,20,recall,TOM CRUISE'S WIFE,-2,3,mixed,,,,mixed
31,43,21,recall,KATIE HOLMES,149,3,mixed,cel,2.0,2.436,mixed
31,43,22,recall,KEANU REEVES,150,3,mixed,cel,4.0,1.4169999999999998,mixed
31,44,1,study,MADONNA,166,3,mixed,cel,4.0,1.294,mixed
31,44,2,study,LISA KUDROW,163,3,mixed,cel,3.0,1.83,mixed
31,44,3,study,TOWER OF LONDON,480,3,mixed,loc,4.0,1.3730000000000002,mixed
31,44,4,study,ROCK AND ROLL HALL OF FAME,434,3,mixed,loc,3.0,2.42,mixed
31,44,5,study,BUGLE,550,3,mixed,obj,1.0,2.184,mixed
31,44,6,study,TOILET SEAT,739,3,mixed,obj,4.0,1.986,mixed
31,44,7,study,VACUUM CLEANER,751,3,mixed,obj,3.0,1.776,mixed
31,44,8,study,MGM GRAND,384,3,mixed,loc,1.0,2.292,mixed
31,44,9,study,SHEA STADIUM,450,3,mixed,loc,1.0,1.705,mixed
31,44,10,study,WATER GUN,759,3,mixed,obj,1.0,2.049,mixed
31,44,11,study,MOUSE,657,3,mixed,obj,2.0,2.119,mixed
31,44,12,study,REESE WITHERSPOON,209,3,mixed,cel,2.0,2.028,mixed
31,44,13,study,TERRELL OWENS,238,3,mixed,cel,2.0,2.6460000000000004,mixed
31,44,14,study,HUNGARIAN PARLIAMENT,347,3,mixed,loc,4.0,1.454,mixed
31,44,15,study,CORCOVADO,306,3,mixed,loc,4.0,2.408,mixed
