subject,list,position,trial_type,item,item_index,session,list_type,category,response,response_time,list_category
1,2,1,study,SEAN PENN,228,1,mixed,cel,3.0,1.255,mixed
1,2,2,study,AUDREY HEPBURN,19,1,mixed,cel,3.0,1.04,mixed
1,2,3,study,ST PATRICKS CATHEDRAL,463,1,mixed,loc,2.0,1.1640000000000001,mixed
1,2,4,study,LES INVALIDES,364,1,mixed,loc,2.0,0.8290000000000001,mixed
1,2,5,study,GREAT ZIMBABWE RUINS,340,1,mixed,loc,3.0,0.872,mixed
1,2,6,study,BRYCE CANYON,281,1,mixed,loc,2.0,1.2409999999999999,mixed
1,2,7,study,TROPHY,745,1,mixed,obj,3.0,0.862,mixed
1,2,8,study,BRUSH,548,1,mixed,obj,3.0,0.779,mixed
1,2,9,study,SUPREME COURT,469,1,mixed,loc,2.0,1.245,mixed
1,2,10,study,SAN FRANCISCO,444,1,mixed,loc,4.0,0.8540000000000001,mixed
1,2,11,study,TREVI FOUNTAIN,483,1,mixed,loc,2.0,1.0490000000000002,mixed
1,2,12,study,TAHITI,472,1,mixed,loc,4.0,0.8240000000000001,mixed
1,2,13,study,ANDRE3000,11,1,mixed,cel,2.0,1.263,mixed
1,2,14,study,NICOLAS CAGE,191,1,mixed,cel,3.0,0.752,mixed
1,2,15,study,JUSTIN TIMBERLAKE,146,1,mixed,cel,4.0,0.898,mixed
1,2,16,study,JULIA ROBERTS,144,1,mixed,cel,4.0,0.805,mixed
1,2,17,study,LEBRON JAMES,159,1,mixed,cel,2.0,0.9279999999999999,mixed
1,2,18,study,JOHN MCCAIN,138,1,mixed,cel,2.0,1.018,mixed
1,2,19,study,GLASS,596,1,mixed,obj,3.0,1.051,mixed
1,2,20,study,KLEENEX,627,1,mixed,obj,4.0,0.855,mixed
1,2,21,study,BLENDER,537,1,mixed,obj,2.0,1.171,mixed
1,2,22,study,HELMET,610,1,mixed,obj,1.0,1.139,mixed
1,2,23,study,CHAIR,561,1,mixed,obj,4.0,0.9329999999999999,mixed
1,2,24,study,BRICK,546,1,mixed,obj,1.0,1.043,mixed
1,2,1,recall,BRICK,546,1,mixed,obj,1.0,1.043,mixed
1,2,2,recall,CHAIR,561,1,mixed,obj,4.0,0.9329999999999999,mixed
1,2,3,recall,JULIA ROBERTS,144,1,mixed,cel,4.0,0.805,mixed
1,2,4,recall,JUSTIN TIMBERLAKE,146,1,mixed,cel,4.0,0.898,mixed
1,2,5,recall,SEAN PENN,228,1,mixed,cel,3.0,1.255,mixed
1,2,6,recall,LEBRON JAMES,159,1,mixed,cel,2.0,0.9279999999999999,mixed
1,2,7,recall,JOHN MCCAIN,138,1,mixed,cel,2.0,1.018,mixed
1,2,8,recall,GLASS,596,1,mixed,obj,3.0,1.051,mixed
1,2,9,recall,TAHITI,472,1,mixed,loc,4.0,0.8240000000000001,mixed
1,2,10,recall,SAN FRANCISCO,444,1,mixed,loc,4.0,0.8540000000000001,mixed
1,2,11,recall,ST PATRICKS CATHEDRAL,463,1,mixed,loc,2.0,1.1640000000000001,mixed
1,2,12,recall,BRYCE CANYON,281,1,mixed,loc,2.0,1.2409999999999999,mixed
1,2,13,recall,NICOLAS CAGE,191,1,mixed,cel,3.0,0.752,mixed
1,2,14,recall,TROPHY,745,1,mixed,obj,3.0,0.862,mixed
1,3,1,study,STOVE,725,1,mixed,obj,4.0,0.9440000000000001,mixed
1,3,2,study,TOASTER,737,1,mixed,obj,4.0,0.6729999999999999,mixed
1,3,3,study,TILE,735,1,mixed,obj,3.0,1.025,mixed
1,3,4,study,TEAPOT,731,1,mixed,obj,4.0,0.725,mixed
1,3,5,study,ACROPOLIS,258,1,mixed,loc,3.0,1.24,mixed
1,3,6,study,GUGGENHEIM,341,1,mixed,loc,2.0,1.308,mixed
1,3,7,study,STATUE OF LIBERTY,465,1,mixed,loc,4.0,0.853,mixed
1,3,8,study,GIANT'S CAUSEWAY,327,1,mixed,loc,1.0,1.136,mixed
1,3,9,study,KATIE HOLMES,149,1,mixed,cel,4.0,0.9009999999999999,mixed
1,3,10,study,REGIS PHILBIN,210,1,mixed,cel,2.0,1.04,mixed
1,3,11,study,TOM HANKS,244,1,mixed,cel,4.0,0.93,mixed
1,3,12,study,QUEEN LATIFAH,206,1,mixed,cel,4.0,0.8140000000000001,mixed
1,3,13,study,JOHN F KENNEDY,134,1,mixed,cel,3.0,0.846,mixed
1,3,14,study,JODIE FOSTER,131,1,mixed,cel,4.0,0.909,mixed
1,3,15,study,DEVIL'S TOWER,311,1,mixed,loc,1.0,1.065,mixed
1,3,16,study,ARABIAN TOWER,265,1,mixed,loc,2.0,0.882,mixed
1,3,17,study,OLD FAITHFUL,407,1,mixed,loc,3.0,0.868,mixed
1,3,18,study,ST PAULS CATHEDRAL,464,1,mixed,loc,3.0,0.8590000000000001,mixed
1,3,19,study,PIANO,673,1,mixed,obj,4.0,0.748,mixed
1,3,20,study,SCISSORS,700,1,mixed,obj,4.0,0.841,mixed
1,3,21,study,WEDDING DRESS,760,1,mixed,obj,3.0,0.79,mixed
1,3,22,study,LAPTOP,633,1,mixed,obj,4.0,1.012,mixed
1,3,23,study,RUSSELL CROWE,222,1,mixed,cel,4.0,0.8390000000000001,mixed
1,3,24,study,GWEN STEFANI,97,1,mixed,cel,4.0,0.73,mixed
1,3,1,recall,RUSSELL CROWE,222,1,mixed,cel,4.0,0.8390000000000001,mixed
1,3,2,recall,GWEN STEFANI,97,1,mixed,cel,4.0,0.73,mixed
1,3,3,recall,LAPTOP,633,1,mixed,obj,4.0,1.012,mixed
1,3,4,recall,STOVE,725,1,mixed,obj,4.0,0.9440000000000001,mixed
1,3,5,recall,TOASTER,737,1,mixed,obj,4.0,0.6729999999999999,mixed
1,3,6,recall,KATIE HOLMES,149,1,mixed,cel,4.0,0.9009999999999999,mixed
1,3,7,recall,REGIS PHILBIN,210,1,mixed,cel,2.0,1.04,mixed
1,3,8,recall,TOM HANKS,244,1,mixed,cel,4.0,0.93,mixed
1,3,9,recall,ST PAULS CATHEDRAL,464,1,mixed,loc,3.0,0.8590000000000001,mixed
1,3,10,recall,ACROPOLIS,258,1,mixed,loc,3.0,1.24,mixed
1,3,11,recall,JOHN F KENNEDY,134,1,mixed,cel,3.0,0.846,mixed
1,3,12,recall,QUEEN LATIFAH,206,1,mixed,cel,4.0,0.8140000000000001,mixed
1,3,13,recall,ARABIAN TOWER,265,1,mixed,loc,2.0,0.882,mixed
1,3,14,recall,STATUE OF LIBERTY,465,1,mixed,loc,4.0,0.853,mixed
1,3,15,recall,DEVIL'S TOWER,311,1,mixed,loc,1.0,1.065,mixed
1,3,16,recall,WEDDING DRESS,760,1,mixed,obj,3.0,0.79,mixed
1,3,17,recall,TILE,735,1,mixed,obj,3.0,1.025,mixed
1,3,18,recall,SCISSORS,700,1,mixed,obj,4.0,0.841,mixed
1,4,1,study,BRANDENBURG GATE,278,1,mixed,loc,1.0,1.321,mixed
1,4,2,study,JENNE MOSQUE,353,1,mixed,loc,2.0,0.871,mixed
1,4,3,study,USHER,247,1,mixed,cel,4.0,0.972,mixed
1,4,4,study,NEWT GINGRICH,190,1,mixed,cel,3.0,0.865,mixed
1,4,5,study,TOMATO,740,1,mixed,obj,4.0,0.847,mixed
1,4,6,study,MICROSCOPE,651,1,mixed,obj,3.0,0.6409999999999999,mixed
1,4,7,study,ELIZABETH TAYLOR,84,1,mixed,cel,4.0,0.465,mixed
1,4,8,study,FAITH HILL,87,1,mixed,cel,2.0,0.544,mixed
1,4,9,study,BILLY CRYSTAL,34,1,mixed,cel,3.0,0.6659999999999999,mixed
1,4,10,study,MOUNT KILIMANJARO,395,1,mixed,loc,2.0,0.6779999999999999,mixed
1,4,11,study,QUINCY MARKET,431,1,mixed,loc,3.0,0.747,mixed
1,4,12,study,NIAGARA FALLS,403,1,mixed,loc,4.0,0.604,mixed
1,4,13,study,STAMP,719,1,mixed,obj,3.0,0.6609999999999999,mixed
1,4,14,study,SHELF,704,1,mixed,obj,2.0,0.764,mixed
1,4,15,study,MASCARA,645,1,mixed,obj,4.0,0.6729999999999999,mixed
1,4,16,study,JESSICA SIMPSON,123,1,mixed,cel,3.0,0.768,mixed
1,4,17,study,OWEN WILSON,196,1,mixed,cel,4.0,0.8320000000000001,mixed
1,4,18,study,LIAM NEESON,161,1,mixed,cel,3.0,0.93,mixed
1,4,19,study,PEARL HARBOR,416,1,mixed,loc,4.0,0.767,mixed
1,4,20,study,SALT LAKE TEMPLE,442,1,mixed,loc,3.0,1.062,mixed
1,4,21,study,GRAND CANYON,333,1,mixed,loc,4.0,0.765,mixed
1,4,22,study,BASEBALL BAT,528,1,mixed,obj,4.0,1.119,mixed
1,4,23,study,HANGER,608,1,mixed,obj,4.0,0.755,mixed
1,4,24,study,SURGE PROTECTOR,726,1,mixed,obj,3.0,0.862,mixed
1,4,1,recall,SURGE PROTECTOR,726,1,mixed,obj,3.0,0.862,mixed
1,4,2,recall,BASEBALL BAT,528,1,mixed,obj,4.0,1.119,mixed
1,4,3,recall,JESSICA SIMPSON,123,1,mixed,cel,3.0,0.768,mixed
1,4,4,recall,LIAM NEESON,161,1,mixed,cel,3.0,0.93,mixed
1,4,5,recall,USHER,247,1,mixed,cel,4.0,0.972,mixed
1,4,6,recall,ELIZABETH TAYLOR,84,1,mixed,cel,4.0,0.465,mixed
1,4,7,recall,PEARL HARBOR,416,1,mixed,loc,4.0,0.767,mixed
1,4,8,recall,NIAGARA FALLS,403,1,mixed,loc,4.0,0.604,mixed
1,4,9,recall,HANGER,608,1,mixed,obj,4.0,0.755,mixed
1,6,1,study,BARCODE SCANNER,527,1,mixed,obj,3.0,1.215,mixed
1,6,2,study,BANDAID,523,1,mixed,obj,4.0,0.78,mixed
1,6,3,study,TOM CRUISE,243,1,mixed,cel,4.0,0.649,mixed
1,6,4,study,LINDSAY LOHAN,162,1,mixed,cel,4.0,0.77,mixed
1,6,5,study,GEORGE WASHINGTON BRIDGE,325,1,mixed,loc,3.0,1.296,mixed
1,6,6,study,MALL OF AMERICA,377,1,mixed,loc,4.0,0.903,mixed
1,6,7,study,GREAT WALL OF CHINA,339,1,mixed,loc,3.0,0.7140000000000001,mixed
1,6,8,study,BRUCE WILLIS,44,1,mixed,cel,4.0,0.83,mixed
1,6,9,study,AUDREY TATOU,20,1,mixed,cel,2.0,1.189,mixed
1,6,10,study,GRACELAND,332,1,mixed,loc,2.0,1.2770000000000001,mixed
1,6,11,study,CHICAGO,297,1,mixed,loc,4.0,0.878,mixed
1,6,12,study,NECKLACE,658,1,mixed,obj,3.0,0.608,mixed
1,6,13,study,PEDAL,665,1,mixed,obj,3.0,1.068,mixed
1,6,14,study,KATE WINSLET,147,1,mixed,cel,4.0,0.768,mixed
1,6,15,study,CARY GRANT,47,1,mixed,cel,4.0,0.659,mixed
1,6,16,study,MADONNA,166,1,mixed,cel,4.0,0.794,mixed
1,6,17,study,SAMUEL L JACKSON,224,1,mixed,cel,4.0,0.728,mixed
1,6,18,study,ROSE,693,1,mixed,obj,2.0,0.594,mixed
1,6,19,study,CANOE,557,1,mixed,obj,1.0,1.198,mixed
1,6,20,study,PAPER BAG,663,1,mixed,obj,1.0,0.973,mixed
1,6,21,study,BELL,533,1,mixed,obj,2.0,0.865,mixed
1,6,22,study,MADISON SQUARE GARDEN,376,1,mixed,loc,3.0,1.031,mixed
1,6,23,study,ANGEL FALLS,263,1,mixed,loc,4.0,0.64,mixed
1,6,24,study,MASADA,379,1,mixed,loc,3.0,0.602,mixed
1,6,1,recall,MASADA,379,1,mixed,loc,3.0,0.602,mixed
1,6,2,recall,ANGEL FALLS,263,1,mixed,loc,4.0,0.64,mixed
1,6,3,recall,LINDSAY LOHAN,162,1,mixed,cel,4.0,0.77,mixed
1,6,4,recall,TOM CRUISE,243,1,mixed,cel,4.0,0.649,mixed
1,6,5,recall,MADONNA,166,1,mixed,cel,4.0,0.794,mixed
1,6,6,recall,SAMUEL L JACKSON,224,1,mixed,cel,4.0,0.728,mixed
1,6,7,recall,KATE WINSLET,147,1,mixed,cel,4.0,0.768,mixed
1,6,8,recall,AUDREY TATOU,20,1,mixed,cel,2.0,1.189,mixed
1,6,9,recall,MADISON SQUARE GARDEN,376,1,mixed,loc,3.0,1.031,mixed
1,6,10,recall,CHICAGO,297,1,mixed,loc,4.0,0.878,mixed
1,6,11,recall,BANDAID,523,1,mixed,obj,4.0,0.78,mixed
1,6,12,recall,BARCODE SCANNER,527,1,mixed,obj,3.0,1.215,mixed
1,6,13,recall,PAPER BAG,663,1,mixed,obj,1.0,0.973,mixed
1,8,1,study,MOUNT EVEREST,393,1,mixed,loc,4.0,0.847,mixed
1,8,2,study,PHILADELPHIA ART MUSEUM,421,1,mixed,loc,2.0,1.122,mixed
1,8,3,study,WASHINGTON SQUARE ARCH,498,1,mixed,loc,2.0,0.851,mixed
1,8,4,study,KNIFE,628,1,mixed,obj,3.0,0.875,mixed
1,8,5,study,ACORN,512,1,mixed,obj,2.0,0.997,mixed
1,8,6,study,WHIP,762,1,mixed,obj,3.0,1.0190000000000001,mixed
1,8,7,study,MIKE MYERS,183,1,mixed,cel,4.0,0.7490000000000001,mixed
1,8,8,study,MARGARET THATCHER,168,1,mixed,cel,3.0,0.688,mixed
1,8,9,study,MEG RYAN,175,1,mixed,cel,2.0,0.7140000000000001,mixed
1,8,10,study,CD,559,1,mixed,obj,3.0,0.649,mixed
1,8,11,study,BOLT,539,1,mixed,obj,3.0,0.841,mixed
1,8,12,study,GLOVES,598,1,mixed,obj,3.0,1.0659999999999998,mixed
1,8,13,study,LIPSTICK,642,1,mixed,obj,4.0,0.8370000000000001,mixed
1,8,14,study,PURSE,682,1,mixed,obj,4.0,0.583,mixed
1,8,15,study,NATIONAL AQUARIUM,400,1,mixed,loc,2.0,0.872,mixed
1,8,16,study,YOSEMITE,510,1,mixed,loc,3.0,0.58,mixed
1,8,17,study,WIMBLEDON,502,1,mixed,loc,3.0,0.5479999999999999,mixed
1,8,18,study,COLONIAL WILLIAMSBURG,304,1,mixed,loc,3.0,0.768,mixed
1,8,19,study,PETRA,418,1,mixed,loc,3.0,0.66,mixed
1,8,20,study,HILARY DUFF,104,1,mixed,cel,4.0,0.758,mixed
1,8,21,study,MERYL STREEP,177,1,mixed,cel,3.0,0.617,mixed
1,8,22,study,HALLE BERRY,100,1,mixed,cel,4.0,0.6679999999999999,mixed
1,8,23,study,ANDRE AGASSI,12,1,mixed,cel,4.0,0.6970000000000001,mixed
1,8,24,study,DAVID BECKHAM,69,1,mixed,cel,4.0,0.9079999999999999,mixed
1,8,1,recall,DAVID BECKHAM,69,1,mixed,cel,4.0,0.9079999999999999,mixed
1,8,2,recall,ANDRE AGASSI,12,1,mixed,cel,4.0,0.6970000000000001,mixed
1,8,3,recall,HILARY DUFF,104,1,mixed,cel,4.0,0.758,mixed
1,8,4,recall,HALLE BERRY,100,1,mixed,cel,4.0,0.6679999999999999,mixed
1,8,5,recall,YOSEMITE,510,1,mixed,loc,3.0,0.58,mixed
1,8,6,recall,PHILADELPHIA ART MUSEUM,421,1,mixed,loc,2.0,1.122,mixed
1,8,7,recall,WHIP,762,1,mixed,obj,3.0,1.0190000000000001,mixed
1,8,8,recall,KNIFE,628,1,mixed,obj,3.0,0.875,mixed
1,8,9,recall,MOUNT EVEREST,393,1,mixed,loc,4.0,0.847,mixed
1,8,10,recall,WIMBLEDON,502,1,mixed,loc,3.0,0.5479999999999999,mixed
1,8,11,recall,MERYL STREEP,177,1,mixed,cel,3.0,0.617,mixed
1,9,1,study,SMITHSONIAN CASTLE,455,1,mixed,loc,3.0,1.463,mixed
1,9,2,study,SKYDOME,454,1,mixed,loc,3.0,0.726,mixed
1,9,3,study,UMBRELLA,749,1,mixed,obj,4.0,0.618,mixed
1,9,4,study,DEODORANT,571,1,mixed,obj,3.0,0.498,mixed
1,9,5,study,BENJAMIN FRANKLIN,27,1,mixed,cel,2.0,0.542,mixed
1,9,6,study,DAN RATHER,65,1,mixed,cel,3.0,0.634,mixed
1,9,7,study,VIENNA,492,1,mixed,loc,3.0,0.7509999999999999,mixed
1,9,8,study,PLACE DE LA CONCORDE,424,1,mixed,loc,3.0,0.705,mixed
1,9,9,study,GREAT SALT LAKE,338,1,mixed,loc,2.0,0.716,mixed
1,9,10,study,SIENA,451,1,mixed,loc,3.0,0.579,mixed
1,9,11,study,GLOBE,597,1,mixed,obj,3.0,0.6809999999999999,mixed
1,9,12,study,IPOD,618,1,mixed,obj,4.0,0.9079999999999999,mixed
1,9,13,study,VEST,753,1,mixed,obj,4.0,0.682,mixed
1,9,14,study,BOWLING BALL,543,1,mixed,obj,4.0,1.0959999999999999,mixed
1,9,15,study,CONDOLEEZZA RICE,61,1,mixed,cel,3.0,0.701,mixed
1,9,16,study,BRUCE SPRINGSTEEN,43,1,mixed,cel,3.0,0.708,mixed
1,9,17,study,UMA THURMAN,246,1,mixed,cel,4.0,0.721,mixed
1,9,18,study,DAVID HASSELHOFF,71,1,mixed,cel,2.0,0.7190000000000001,mixed
1,9,19,study,SPORK,717,1,mixed,obj,3.0,0.626,mixed
1,9,20,study,GRILL,602,1,mixed,obj,4.0,0.737,mixed
1,9,21,study,LONDON EYE,371,1,mixed,loc,3.0,0.591,mixed
1,9,22,study,SAHARA,440,1,mixed,loc,3.0,0.56,mixed
1,9,23,study,MICHAEL DOUGLAS,178,1,mixed,cel,3.0,0.7090000000000001,mixed
1,9,24,study,ROSEANNE BARR,221,1,mixed,cel,2.0,0.833,mixed
1,9,1,recall,ROSEANNE BARR,221,1,mixed,cel,2.0,0.833,mixed
1,9,2,recall,MICHAEL DOUGLAS,178,1,mixed,cel,3.0,0.7090000000000001,mixed
1,9,3,recall,SAHARA,440,1,mixed,loc,3.0,0.56,mixed
1,9,4,recall,SIENA,451,1,mixed,loc,3.0,0.579,mixed
1,9,5,recall,VIENNA,492,1,mixed,loc,3.0,0.7509999999999999,mixed
1,9,6,recall,BRUCE SPRINGSTEEN,43,1,mixed,cel,3.0,0.708,mixed
1,9,7,recall,CONDOLEEZZA RICE,61,1,mixed,cel,3.0,0.701,mixed
1,9,8,recall,BOWLING BALL,543,1,mixed,obj,4.0,1.0959999999999999,mixed
1,9,9,recall,VEST,753,1,mixed,obj,4.0,0.682,mixed
1,9,10,recall,UMA THURMAN,246,1,mixed,cel,4.0,0.721,mixed
1,9,11,recall,ROSEANNE BARR,221,1,mixed,cel,2.0,0.833,mixed
1,9,12,recall,MICHAEL DOUGLAS,178,1,mixed,cel,3.0,0.7090000000000001,mixed
1,9,13,recall,DAN RATHER,65,1,mixed,cel,3.0,0.634,mixed
1,10,1,study,ANTHONY HOPKINS,15,1,mixed,cel,4.0,0.792,mixed
1,10,2,study,ALEC BALDWIN,6,1,mixed,cel,4.0,0.857,mixed
1,10,3,study,JACK BLACK,109,1,mixed,cel,3.0,0.8009999999999999,mixed
1,10,4,study,THE VENETIAN,475,1,mixed,loc,4.0,0.9490000000000001,mixed
1,10,5,study,GLOBE THEATER,330,1,mixed,loc,2.0,0.7490000000000001,mixed
1,10,6,study,NEST,659,1,mixed,obj,1.0,1.485,mixed
1,10,7,study,STAPLE REMOVER,720,1,mixed,obj,3.0,1.1059999999999999,mixed
1,10,8,study,GOBLET,600,1,mixed,obj,2.0,0.779,mixed
1,10,9,study,FLORENCE,321,1,mixed,loc,3.0,0.847,mixed
1,10,10,study,BARCELONA CATHEDRAL,271,1,mixed,loc,4.0,0.805,mixed
1,10,11,study,GEORGE W BUSH,94,1,mixed,cel,3.0,0.6709999999999999,mixed
1,10,12,study,QUEEN ELIZABETH,205,1,mixed,cel,3.0,1.1320000000000001,mixed
1,10,13,study,MATT DAMON,173,1,mixed,cel,4.0,0.727,mixed
1,10,14,study,TWEEZERS,747,1,mixed,obj,2.0,0.5720000000000001,mixed
1,10,15,study,HIGHLIGHTER,612,1,mixed,obj,4.0,0.9279999999999999,mixed
1,10,16,study,VASE,752,1,mixed,obj,3.0,0.675,mixed
1,10,17,study,WALL STREET,496,1,mixed,loc,3.0,0.578,mixed
1,10,18,study,HOLLYWOOD,344,1,mixed,loc,4.0,0.75,mixed
1,10,19,study,KYOTO,361,1,mixed,loc,3.0,0.47100000000000003,mixed
1,10,20,study,WRIGLEY BUILDING,506,1,mixed,loc,4.0,0.569,mixed
1,10,21,study,PEPPER,669,1,mixed,obj,2.0,0.541,mixed
1,10,22,study,BOTTLE,541,1,mixed,obj,3.0,0.515,mixed
1,10,23,study,DOLLY PARTON,78,1,mixed,cel,4.0,0.601,mixed
1,10,24,study,BILL MAHER,31,1,mixed,cel,2.0,0.44799999999999995,mixed
1,10,1,recall,BILL MAHER,31,1,mixed,cel,2.0,0.44799999999999995,mixed
1,10,2,recall,DOLLY PARTON,78,1,mixed,cel,4.0,0.601,mixed
1,10,3,recall,MARTIN SHEEN,-2,1,mixed,,,,mixed
1,10,4,recall,MATT DAMON,173,1,mixed,cel,4.0,0.727,mixed
1,10,5,recall,THE VENETIAN,475,1,mixed,loc,4.0,0.9490000000000001,mixed
1,10,6,recall,STAPLE REMOVER,720,1,mixed,obj,3.0,1.1059999999999999,mixed
1,10,7,recall,HIGHLIGHTER,612,1,mixed,obj,4.0,0.9279999999999999,mixed
1,10,8,recall,UMBRELLA,749,1,mixed,obj,4.0,0.618,mixed
1,11,1,study,FRIDGE,592,1,mixed,obj,4.0,0.9940000000000001,mixed
1,11,2,study,GAS MASK,594,1,mixed,obj,1.0,1.109,mixed
1,11,3,study,PENCIL SHARPENER,666,1,mixed,obj,3.0,0.701,mixed
1,11,4,study,AXE,518,1,mixed,obj,1.0,0.976,mixed
1,11,5,study,PHILADELPHIA CITY HALL,422,1,mixed,loc,2.0,1.204,mixed
1,11,6,study,LENIN MAUSOLEUM,363,1,mixed,loc,2.0,0.7959999999999999,mixed
1,11,7,study,PETRONAS TOWERS,420,1,mixed,loc,3.0,0.638,mixed
1,11,8,study,MATTHEW PERRY,174,1,mixed,cel,4.0,0.866,mixed
1,11,9,study,RICHARD NIXON,212,1,mixed,cel,3.0,0.6,mixed
1,11,10,study,ACADIA PARK,257,1,mixed,loc,4.0,0.736,mixed
1,11,11,study,CAMDEN YARDS,285,1,mixed,loc,2.0,0.486,mixed
1,11,12,study,ATOMIUM,269,1,mixed,loc,3.0,0.467,mixed
1,11,13,study,TAJ MAHAL,473,1,mixed,loc,4.0,0.6759999999999999,mixed
1,11,14,study,POMPEI,426,1,mixed,loc,3.0,0.696,mixed
1,11,15,study,DEMI MOORE,74,1,mixed,cel,4.0,0.67,mixed
1,11,16,study,CARROT TOP,46,1,mixed,cel,3.0,0.531,mixed
1,11,17,study,STEVE MARTIN,233,1,mixed,cel,3.0,0.568,mixed
1,11,18,study,JOHN TRAVOLTA,139,1,mixed,cel,4.0,0.746,mixed
1,11,19,study,RICKY MARTIN,214,1,mixed,cel,4.0,0.674,mixed
1,11,20,study,MARTIN LUTHER KING JR,172,1,mixed,cel,3.0,0.486,mixed
1,11,21,study,CANDLE,556,1,mixed,obj,2.0,0.7609999999999999,mixed
1,11,22,study,HAT,609,1,mixed,obj,3.0,0.758,mixed
1,11,23,study,BED,532,1,mixed,obj,4.0,0.649,mixed
1,11,24,study,NEWSPAPER,660,1,mixed,obj,3.0,0.606,mixed
1,11,1,recall,NEWSPAPER,660,1,mixed,obj,3.0,0.606,mixed
1,11,2,recall,FRIDGE,592,1,mixed,obj,4.0,0.9940000000000001,mixed
1,11,3,recall,PENCIL SHARPENER,666,1,mixed,obj,3.0,0.701,mixed
1,11,4,recall,DEMI MOORE,74,1,mixed,cel,4.0,0.67,mixed
1,11,5,recall,JOHN TRAVOLTA,139,1,mixed,cel,4.0,0.746,mixed
1,11,6,recall,STEVE MARTIN,233,1,mixed,cel,3.0,0.568,mixed
1,11,7,recall,RICHARD NIXON,212,1,mixed,cel,3.0,0.6,mixed
1,13,1,study,NORMAN SCHWARZKOPF,193,1,mixed,cel,3.0,0.99,mixed
1,13,2,study,REESE WITHERSPOON,209,1,mixed,cel,4.0,0.9159999999999999,mixed
1,13,3,study,DRESSER,577,1,mixed,obj,2.0,0.596,mixed
1,13,4,study,COUCH,565,1,mixed,obj,3.0,0.638,mixed
1,13,5,study,TENT,732,1,mixed,obj,1.0,1.14,mixed
1,13,6,study,BOWL,544,1,mixed,obj,4.0,0.9690000000000001,mixed
1,13,7,study,REDWOOD FOREST,432,1,mixed,loc,1.0,1.172,mixed
1,13,8,study,PACIFIC BELL PARK,411,1,mixed,loc,3.0,0.578,mixed
1,13,9,study,EMPIRE STATE BUILDING,315,1,mixed,loc,4.0,1.0,mixed
1,13,10,study,MONTICELLO,389,1,mixed,loc,2.0,0.894,mixed
1,13,11,study,TOBEY MAGUIRE,241,1,mixed,cel,4.0,0.8440000000000001,mixed
1,13,12,study,JIM BELUSHI,124,1,mixed,cel,3.0,0.706,mixed
1,13,13,study,JOHN LITHGOW,137,1,mixed,cel,3.0,0.7909999999999999,mixed
1,13,14,study,MICK JAGGER,182,1,mixed,cel,3.0,0.741,mixed
1,13,15,study,TINA TURNER,240,1,mixed,cel,3.0,0.6509999999999999,mixed
1,13,16,study,WILL FERRELL,252,1,mixed,cel,2.0,0.44,mixed
1,13,17,study,TIRE,736,1,mixed,obj,3.0,0.731,mixed
1,13,18,study,HANDLE,607,1,mixed,obj,3.0,0.983,mixed
1,13,19,study,MICROCHIP,649,1,mixed,obj,4.0,0.878,mixed
1,13,20,study,BUGLE,550,1,mixed,obj,1.0,0.875,mixed
1,13,21,study,OAHU BEACH,406,1,mixed,loc,4.0,0.9790000000000001,mixed
1,13,22,study,DOME OF THE ROCK,312,1,mixed,loc,3.0,0.764,mixed
1,13,23,study,GRAND TETON PARK,336,1,mixed,loc,3.0,0.955,mixed
1,13,24,study,ETHIOPIAN CHURCH,317,1,mixed,loc,2.0,0.843,mixed
1,13,1,recall,ETHIOPIAN CHURCH,317,1,mixed,loc,2.0,0.843,mixed
1,13,2,recall,REESE WITHERSPOON,209,1,mixed,cel,4.0,0.9159999999999999,mixed
1,13,3,recall,REDWOOD FOREST,432,1,mixed,loc,1.0,1.172,mixed
1,13,4,recall,MICK JAGGER,182,1,mixed,cel,3.0,0.741,mixed
1,13,5,recall,TOBEY MAGUIRE,241,1,mixed,cel,4.0,0.8440000000000001,mixed
1,13,6,recall,BOWL,544,1,mixed,obj,4.0,0.9690000000000001,mixed
1,13,7,recall,DRESSER,577,1,mixed,obj,2.0,0.596,mixed
1,13,8,recall,COUCH,565,1,mixed,obj,3.0,0.638,mixed
1,13,9,recall,TINA TURNER,240,1,mixed,cel,3.0,0.6509999999999999,mixed
1,16,1,study,KAUFMAN STADIUM,355,1,mixed,loc,2.0,0.862,mixed
1,16,2,study,ROCK AND ROLL HALL OF FAME,434,1,mixed,loc,3.0,0.825,mixed
1,16,3,study,LUXOR HOTEL,374,1,mixed,loc,2.0,0.65,mixed
1,16,4,study,TRIPOD,744,1,mixed,obj,3.0,0.5770000000000001,mixed
1,16,5,study,SAUCEPAN,697,1,mixed,obj,4.0,0.6990000000000001,mixed
1,16,6,study,MAILBOX,644,1,mixed,obj,4.0,0.691,mixed
1,16,7,study,MICHAEL JORDAN,180,1,mixed,cel,4.0,0.772,mixed
1,16,8,study,DUSTIN HOFFMAN,82,1,mixed,cel,4.0,0.894,mixed
1,16,9,study,CONAN O'BRIEN,60,1,mixed,cel,2.0,0.716,mixed
1,16,10,study,JEANS,621,1,mixed,obj,3.0,0.67,mixed
1,16,11,study,SWORD,727,1,mixed,obj,1.0,1.137,mixed
1,16,12,study,COLIN POWELL,59,1,mixed,cel,4.0,0.785,mixed
1,16,13,study,ALLEN IVERSON,10,1,mixed,cel,3.0,0.8590000000000001,mixed
